#	X(I)	Y(X)	Y'(X)	
Model	ARR_DATA(I)	Integral(3.575,3.437)		
790	8986846.136	334.287	0.000	
791	8999443.781	328.201	0.000	
792	9008897.805	333.497	0.000	
793	9021510.891	331.917	0.000	
794	9034132.801	333.875	0.000	
795	9043605.023	327.810	0.000	
796	9056242.374	326.401	0.000	
797	9065726.177	330.063	0.000	
798	9078378.968	323.891	0.000	
799	9091040.583	320.438	0.000	
800	9100542.585	322.539	0.000	
801	9113219.641	318.329	0.000	
802	9122733.223	320.489	0.000	
803	9135425.720	321.817	0.000	
804	9148127.040	317.359	0.000	
805	9157658.821	318.347	0.000	
806	9170375.582	310.652	0.000	
807	9179918.943	315.236	0.000	
808	9192651.145	313.886	0.000	
809	9202206.088	312.176	0.000	
810	9214953.731	314.302	0.000	
811	9227710.197	310.950	0.000	
812	9237283.338	305.844	0.000	
813	9250055.246	306.731	0.000	
814	9259639.967	305.709	0.000	
815	9272427.315	301.396	0.000	
816	9282023.617	307.481	0.000	
817	9294826.407	295.093	0.000	
818	9304434.290	299.064	0.000	
819	9317252.520	300.307	0.000	
820	9330079.574	296.315	0.000	
821	9339705.655	299.784	0.000	
822	9352548.150	296.265	0.000	
823	9362185.812	296.264	0.000	
824	9375043.748	296.779	0.000	
825	9384692.991	290.018	0.000	
826	9397566.368	288.997	0.000	
827	9407227.191	288.352	0.000	
828	9420116.009	285.087	0.000	
829	9429788.413	287.258	0.000	
830	9442692.672	285.542	0.000	
831	9452376.657	288.221	0.000	
832	9465296.357	280.063	0.000	
833	9474991.922	279.666	0.000	
834	9487927.063	284.719	0.000	
835	9497634.209	283.534	0.000	
836	9510584.791	280.443	0.000	
837	9523544.197	284.657	0.000	
838	9533269.541	280.807	0.000	
839	9546244.388	273.634	0.000	
840	9555981.313	276.489	0.000	
841	9568971.600	269.205	0.000	
842	9578720.106	274.109	0.000	
843	9591725.835	273.116	0.000	
844	9601485.921	268.726	0.000	
845	9614507.091	270.960	0.000	
846	9624278.758	269.838	0.000	
847	9634055.389	265.625	0.000	
848	9647098.617	263.488	0.000	
849	9656886.828	264.887	0.000	
850	9669945.497	267.723	0.000	
851	9679745.289	265.580	0.000	
852	9692819.399	266.900	0.000	
853	9702630.772	263.507	0.000	
854	9715720.323	259.148	0.000	
855	9725543.277	262.915	0.000	
856	9738648.269	261.155	0.000	
857	9748482.803	261.082	0.000	
858	9761603.236	258.350	0.000	
859	9771449.351	257.338	0.000	
860	9784585.225	253.474	0.000	
861	9794442.921	251.873	0.000	
862	9807594.236	250.619	0.000	
863	9817463.513	248.016	0.000	
864	9827337.753	255.912	0.000	
865	9840511.126	249.310	0.000	
866	9850396.947	249.240	0.000	
867	9863585.761	248.805	0.000	
868	9873483.162	244.506	0.000	
869	9886687.418	246.299	0.000	
870	9896596.400	241.924	0.000	
871	9909816.096	246.982	0.000	
872	9919736.659	240.161	0.000	
873	9929662.185	241.625	0.000	
874	9942903.940	244.304	0.000	
875	9952841.047	238.233	0.000	
876	9966098.243	240.413	0.000	
877	9976046.930	238.260	0.000	
878	9989319.567	238.256	0.000	
879	9999279.835	236.033	0.000	
880	10009245.067	237.310	0.000	
881	10022539.762	233.746	0.000	
882	10032516.575	234.066	0.000	
883	10045826.711	227.021	0.000	
884	10055815.104	232.076	0.000	
885	10069140.682	232.950	0.000	
886	10079140.655	233.594	0.000	
887	10089145.592	232.407	0.000	
888	10102493.228	229.622	0.000	
889	10112509.746	228.867	0.000	
890	10125872.823	224.937	0.000	
891	10135900.921	226.750	0.000	
892	10145933.982	223.516	0.000	
893	10159319.118	218.292	0.000	
894	10169363.760	223.346	0.000	
895	10182764.337	226.088	0.000	
896	10192820.560	219.151	0.000	
897	10202881.746	221.555	0.000	
898	10216304.381	216.437	0.000	
899	10226377.148	217.255	0.000	
900	10239815.224	216.982	0.000	
901	10249899.572	212.310	0.000	
902	10259988.883	218.540	0.000	
903	10273449.018	210.758	0.000	
904	10283549.909	214.884	0.000	
905	10293655.764	214.447	0.000	
906	10307137.957	211.915	0.000	
907	10317255.393	209.395	0.000	
908	10330753.027	208.782	0.000	
909	10340882.043	215.542	0.000	
910	10351016.023	206.158	0.000	
911	10364535.715	206.972	0.000	
912	10374681.276	208.076	0.000	
913	10384831.799	209.598	0.000	
914	10398373.550	203.424	0.000	
915	10408535.654	202.307	0.000	
916	10418702.722	199.879	0.000	
917	10432266.532	202.513	0.000	
918	10442445.180	201.757	0.000	
919	10452628.791	207.785	0.000	
920	10466214.659	200.444	0.000	
921	10476409.851	196.102	0.000	
922	10486610.006	202.087	0.000	
923	10500217.933	201.137	0.000	
924	10510429.669	195.973	0.000	
925	10524053.037	196.516	0.000	
926	10534276.354	191.390	0.000	
927	10544504.634	196.060	0.000	
928	10558150.060	197.439	0.000	
929	10568389.921	190.424	0.000	
930	10578634.744	197.490	0.000	
931	10592302.230	191.479	0.000	
932	10602558.634	192.002	0.000	
933	10612820.002	194.261	0.000	
934	10623086.332	199.247	0.000	
935	10636782.494	190.168	0.000	
936	10647060.405	188.700	0.000	
937	10657343.280	188.691	0.000	
938	10671061.500	188.239	0.000	
939	10681355.955	187.868	0.000	
940	10691655.374	185.033	0.000	
941	10705395.652	182.550	0.000	
942	10715706.652	183.425	0.000	
943	10726022.614	183.720	0.000	
944	10739784.951	184.536	0.000	
945	10750112.495	182.239	0.000	
946	10760445.001	181.112	0.000	
947	10770782.471	179.521	0.000	
948	10784573.484	182.589	0.000	
949	10794922.534	173.232	0.000	
950	10805276.548	176.631	0.000	
951	10819089.620	177.817	0.000	
952	10829455.214	175.838	0.000	
953	10839825.771	177.357	0.000	
954	10853660.902	173.089	0.000	
955	10864043.040	176.638	0.000	
956	10874430.141	174.791	0.000	
957	10884822.206	176.312	0.000	
958	10898686.012	171.206	0.000	
959	10909089.658	176.197	0.000	
960	10919498.266	173.795	0.000	
961	10933384.131	173.235	0.000	
962	10943804.320	168.888	0.000	
963	10954229.473	170.801	0.000	
964	10964659.588	164.766	0.000	
965	10978574.129	169.760	0.000	
966	10989015.826	168.234	0.000	
967	10999462.485	162.889	0.000	
968	11009914.108	170.931	0.000	
969	11023857.325	165.415	0.000	
970	11034320.529	172.100	0.000	
971	11044788.695	167.619	0.000	
972	11055261.825	165.424	0.000	
973	11069233.718	162.920	0.000	
974	11079718.429	165.259	0.000	
975	11090208.102	159.608	0.000	
976	11100702.739	163.203	0.000	
977	11114703.309	159.265	0.000	
978	11125209.527	158.344	0.000	
979	11135720.707	162.296	0.000	
980	11146236.851	159.112	0.000	
981	11160266.097	162.779	0.000	
982	11170793.822	158.244	0.000	
983	11181326.510	154.817	0.000	
984	11191864.161	158.800	0.000	
985	11205922.082	156.488	0.000	
986	11216471.314	151.275	0.000	
987	11227025.509	158.717	0.000	
988	11237584.667	160.967	0.000	
989	11251671.265	153.985	0.000	
990	11262242.004	153.924	0.000	
991	11272817.706	151.055	0.000	
992	11283398.372	150.836	0.000	
993	11293984.000	155.332	0.000	
994	11308105.892	152.005	0.000	
995	11318703.101	152.521	0.000	
996	11329305.273	149.411	0.000	
997	11339912.409	147.095	0.000	
998	11354062.976	158.586	0.000	
999	11364681.693	147.021	0.000	
1000	11375305.372	149.292	0.000	
1001	11385934.015	151.211	0.000	
1002	11396567.621	144.599	0.000	
1003	11410753.482	142.307	0.000	
1004	11421398.669	150.129	0.000	
1005	11432048.818	145.729	0.000	
1006	11442703.931	145.463	0.000	
1007	11453364.007	142.362	0.000	
1008	11467585.163	145.776	0.000	
1009	11478256.819	141.188	0.000	
1010	11488933.439	140.012	0.000	
1011	11499615.022	138.842	0.000	
1012	11510301.569	141.421	0.000	
1013	11524558.018	139.148	0.000	
1014	11535256.145	139.363	0.000	
1015	11545959.235	139.381	0.000	
1016	11556667.289	136.457	0.000	
1017	11567380.305	142.740	0.000	
1018	11578098.285	140.163	0.000	
1019	11592396.645	139.015	0.000	
1020	11603126.206	141.106	0.000	
1021	11613860.729	137.960	0.000	
1022	11624600.216	139.709	0.000	
1023	11635344.666	136.689	0.000	
1024	11649678.320	139.719	0.000	
